"COUNTRY","ISO COUNTRY CODE (ISO 3166)","MIC","OPERATING MIC","O/S","NAME-INSTITUTION DESCRIPTION","ACRONYM","CITY","WEBSITE","STATUS DATE","STATUS","CREATION DATE","COMMENTS"
"UNITED KINGDOM","GB","IFLS","IFLS","O","SWAPXECUTE","","LONDON","WWW.INTLFCSTONE.COM","SEPTEMBER 2017","ACTIVE","SEPTEMBER 2017","ORGANISED TRADING FACILITY (OTF) FOR OTC DERIVATIVES. NOT LIVE YET."
"UNITED KINGDOM","GB","EXOT","EXOT","O","EXOTIX CAPITAL  - OTF","","LONDON","WWW.EXOTIX.COM","AUGUST 2017","ACTIVE","AUGUST 2017","ORGANISED TRADING FACILITY (OTF)."
"UNITED KINGDOM","GB","ANZL","ANZL","O","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED SYSTEMATIC INTERNALISER","ANZBGL","LONDON","WWW.ANZ.COM.AU","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"SPAIN","ES","BMEA","BMEX","S","BME - APA","BME APA","MADRID","WWW.BOLSASYMERCADOS.ES/REGULATORY-SERVICES/ING/HOME","AUGUST 2017","ACTIVE","AUGUST 2017","APPROVED PUBLICATION ARRANGEMENT (APA)."
"SWITZERLAND","CH","EBSC","EBSS","S","EBS MARKET- CLOB - FOR THE TRADING OF SPOT FX, PRECIOUS METALS AND OTHER FX PRODUCTS","","ZURICH","WWW.EBS.COM","JULY 2017","ACTIVE","JULY 2017","CENTRAL LIMIT ORDER BOOK."
"UNITED KINGDOM","GB","ECHO","ECHO","O","LONDON STOCK EXCHANGE - APA","LSE APA","LONDON","WWW.LONDONSTOCKEXCHANGE.COM","AUGUST 2017","ACTIVE","AUGUST 2017","APPROVED PUBLICATION ARRANGEMENT (APA)."
"ITALY","IT","FBSI","FBSI","O","FINECO BANK - SYSTEMATIC INTERNALISER","FBSI","MILANO","WWW.FINECOBANK.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"UNITED KINGDOM","GB","HSBC","HSBC","O","HSBC - SYSTEMATIC INTERNALISER","HSBC SI","LONDON","WWW.HSBCNET.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"GERMANY","DE","HSBT","HSBT","O","HSBC TRINKAUS AND BURKHARDT AG - SYSTEMATIC INTERNALISER","","DUESSELDORF","WWW.HSBC.DE","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"FRANCE","FR","NATX","NATX","O","NATIXIS - SYSTEMATIC INTERNALISER","NATX","PARIS","WWW.NATIXIS.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"UNITED KINGDOM","GB","STAN","STAN","O","STANDARD CHARTERED - SYSTEMATIC INTERNALISER","","LONDON","WWW.SC.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER"
"UNITED KINGDOM","GB","VCMO","VCMO","O","VANTAGE CAPITAL MARKETS LLP - OTF","VCM OTF","LONDON","WWW.VCMLLP.COM","AUGUST 2017","ACTIVE","AUGUST 2017","ORGANISED TRADING FACILITY (OTF)."
"UNITED KINGDOM","GB","AIMX","XLON","S","LONDON STOCK EXCHANGE - AIM MTF","LSE","LONDON","WWW.LONDONSTOCKEXCHANGE.COM","AUGUST 2017","ACTIVE","DECEMBER 2016","DEACTIVATED JAN 2017 UNTIL MARKET LAUNCH. AIMX WAS INACTIVE FROM DECEMBER 2007 UNTIL DECEMBER 2016. REACTIVATED AUGUST 2017."
"UNITED KINGDOM","GB","XLOM","XLON","S","LONDON STOCK EXCHANGE - MTF","LSE","LONDON","WWW.LONDONSTOCKEXCHANGE.COM","AUGUST 2017","ACTIVE","DECEMBER 2016","DEACTIVATED JAN 2017 UNTIL MARKET LAUNCH. REACTIVATED AUGUST 2017."
"UNITED STATES OF AMERICA","US","ADVT","ADVT","O","ADVISE TECHNOLOGIES - APA TRANSPARENCY REPORTING","","NEW YORK","WWW.ADVISETECHNOLOGIES.COM","AUGUST 2017","ACTIVE","AUGUST 2017","APPROVED PUBLICATION ARRANGEMENT (APA)."
"UNITED KINGDOM","GB","SICS","CSEU","S","CREDIT SUISSE SECURITIES (EUROPE) LIMITED - SYSTEMATIC INTERNALISER","CSSEL SI","LONDON","WWW.CREDIT-SUISSE.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"UNITED KINGDOM","GB","CSIN","CSIN","O","CREDIT SUISSE INTERNATIONAL","CSI","LONDON","WWW.CREDIT-SUISSE.COM","AUGUST 2017","ACTIVE","AUGUST 2017",""
"UNITED KINGDOM","GB","CSSI","CSIN","S","CREDIT SUISSE INTERNATIONAL - SYSTEMATIC INTERNALISER","CSI SI","LONDON","WWW.CREDIT-SUISSE.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"UNITED KINGDOM","GB","DOWG","DOWG","O","DOWGATE","","LONDON","WWW.DOWGATE.COM","AUGUST 2017","ACTIVE","AUGUST 2017","MULTILATERAL TRADING FACILITY (MTF) FOR BONDS AND DERIVATIVES."
"UNITED KINGDOM","GB","AMPX","AMPX","O","ASSET MATCH PRIVATE EXCHANGE","AMPX","LONDON","WWW.ASSETMATCH.COM","AUGUST 2017","ACTIVE","AUGUST 2017","MULTILATERAL TRADING FACILITY (MTF) FOR EQUITIES."
"UNITED KINGDOM","GB","FXGB","FXGB","O","FXCM - MTF","FXCM","LONDON","WWW.FXCM.COM","AUGUST 2017","ACTIVE","AUGUST 2017","MULTILATERAL TRADING FACILITY (MTF) FOR OTC DERIVATIVES."
"UNITED KINGDOM","GB","TRSI","TRSI","O","TOWER RESEARCH CAPITAL EUROPE LTD","","LONDON","WWW.TOWER-RESEARCH.COM","AUGUST 2017","ACTIVE","AUGUST 2017",""
"LUXEMBOURG","LU","RBSI","RBCB","S","RBC INVESTOR SERVICES BANK S.A. - SYSTEMATIC INTERNALISER","","ESCH-SUR-ALZETTE","WWW.RBCITS.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"UNITED KINGDOM","GB","RTSI","RBCT","S","RBC INVESTOR SERVICES TRUST - SYSTEMATIC INTERNALISER","","LONDON","WWW.RBCITS.COM","AUGUST 2017","ACTIVE","AUGUST 2017","SYSTEMATIC INTERNALISER."
"GERMANY","DE","MUND","XMUN","S","BOERSE MUENCHEN - GETTEX - FREIVERKEHR","","MUENCHEN","WWW.GETTEX.DE","AUGUST 2017","ACTIVE","MAY 2014",""
"GERMANY","DE","MUNC","XMUN","S","BOERSE MUENCHEN - GETTEX - REGULIERTER MARKT","","MUENCHEN","WWW.GETTEX.DE","AUGUST 2017","ACTIVE","MAY 2014",""
"UNITED KINGDOM","GB","BTEE","BTEE","O","BROKERTEC EUROPE LIMITED - ALL MARKETS","BEM","LONDON","WWW.BROKERTEC.COM/","JULY 2017","ACTIVE","OCTOBER 2008",""
"SWITZERLAND","CH","EBSS","EBSS","O","EBS SERVICE COMPANY LIMITED - ALL MARKETS","","ZURICH","WWW.EBS.COM","JULY 2017","ACTIVE","JULY 2017",""
"LUXEMBOURG","LU","RBCB","RBCB","O","RBC INVESTOR SERVICES BANK S.A.","","ESCH-SUR-ALZETTE","WWW.RBCITS.COM","JULY 2017","ACTIVE","JULY 2017",""
"UNITED KINGDOM","GB","RBCT","RBCT","O","RBC INVESTOR SERVICES TRUST","","LONDON","WWW.RBCITS.COM","JULY 2017","ACTIVE","JULY 2017",""
"POLAND","PL","WIPO","XWAR","S","WARSAW STOCK EXCHANGE - OTHER THAN XOFF OR XXXX","WSE","WARSAW","WWW.WSE.PL","SEPTEMBER 2019","ACTIVE","JULY 2017","ONLY FOR IPO/SPO PURPOSES. TRANSACTIONS ARE NOT SUBJECTED TO BE REPORTED TO ARM."
"UNITED KINGDOM","GB","GSIB","GSIB","O","GOLDMAN SACHS INTERNATIONAL BANK","GSIB","LONDON","WWW.GOLDMANSACHS.COM","JULY 2017","ACTIVE","JULY 2017",""
"UNITED KINGDOM","GB","BISI","GSIB","S","GOLDMAN SACHS INTERNATIONAL BANK - SYSTEMATIC INTERNALISER","","LONDON","WWW.GOLDMANSACHS.COM","JULY 2017","ACTIVE","JULY 2017","GSIB SYSTEMATIC INTERNALISER"
"HUNGARY","HU","HUDX","HUDX","O","HUNGARIAN DERIVATIVE ENERGY EXCHANGE","HUDEX","BUDAPEST","WWW.HUDEX.HU","JULY 2017","ACTIVE","JULY 2017","REGULATED MARKET FOR ELECTRICITY."
"UNITED STATES OF AMERICA","US","IEXD","IEXG","S","INVESTORS EXCHANGE - DARK","IEX","NEW YORK","WWW.IEXTRADING.COM","JULY 2017","ACTIVE","JULY 2017",""
"UNITED STATES OF AMERICA","US","IMCS","IMCS","O","IMC FINANCIAL MARKETS","","CHICAGO","WWW.IMC.COM","JUNE 2017","ACTIVE","JUNE 2017","ELECTRONIC TRADING PLATFORM."
"UNITED KINGDOM","GB","UBSY","UBSB","S","UBS AG LONDON BRANCH - SYSTEMATIC INTERNALISER","","LONDON","WWW.UBS.COM","JULY 2017","ACTIVE","JULY 2017","UBS AG LONDON BRANCH TRADING PLATFORM SYSTEMATIC INTERNALISER."
"IRELAND","IE","XEYE","XDUB","S","IRISH STOCK EXCHANGE  - GLOBAL EXCHANGE MARKET","ISE GEM","DUBLIN","WWW.ISE.IE","JULY 2017","ACTIVE","MARCH 2012",""
"IRELAND","IE","XDUB","XDUB","O","IRISH STOCK EXCHANGE - ALL MARKET","ISE","DUBLIN","WWW.ISE.IE","NOVEMBER 2007","ACTIVE","NOVEMBER 2007",""
"IRELAND","IE","XATL","XDUB","S","ATLANTIC SECURITIES MARKET","ISE ASM","DUBLIN","WWW.ISE.IE","JULY 2017","ACTIVE","JANUARY 2015","ATLANTIC SECURITIES MARKET (ASM). THE ASM IS AUTHORISED BY THE CENTRAL BANK OF IRELAND AS A MTF AND IS REGULATED BY THE IRISH STOCK EXCHANGE PLC."
"ZZ","ZZ","BILT","BILT","O","OFF-EXCHANGE TRANSACTIONS - LISTED AND UNLISTED INSTRUMENTS","","NOT APPLICABLE","ZZ","JULY 2022","MODIFIED","JULY 2017","BILATERAL (OFF-EXCHANGE) TRANSACTIONS - LISTED OR UNLISTED INSTRUMENTS."
"VIET NAM","VN","XHNF","HSTC","S","HANOI STOCK EXCHANGE - DERIVATIVES","","HANOI","WWW.HNX.VN","JULY 2017","ACTIVE","JULY 2017","DERIVATIVES MARKET."
"UNITED KINGDOM","GB","MUFP","MUFP","O","MARIANA UFP LLP","MUFP","LONDON","WWW.MARIANAINVESTMENTS.COM","JULY 2017","ACTIVE","JULY 2017","MARKET FOR BONDS & OTC DERIVATIVES."
"IRELAND","IE","VFIL","VFIL","O","VIRTU FINANCIAL IRELAND LIMITED","VFIL","DUBLIN","WWW.VIRTU.COM","JULY 2017","ACTIVE","JULY 2017","VIRTU FINANCIAL IRELAND LIMITED ELECTRONIC PLATFORMS."
"IRELAND","IE","VFSI","VFIL","S","VIRTU FINANCIAL IRELAND LIMITED - SYSTEMATIC INTERNALISER","VIRTU SI","DUBLIN","WWW.VIRTU.COM","JULY 2017","ACTIVE","JULY 2017","VIRTU FINANCIAL IRELAND LIMITED SYSTEMATIC INTERNALISER."
"IRELAND","IE","VFXO","VFIL","S","VIRTU FINANCIAL IRELAND LIMITED - OTC","VIRTU OTC","DUBLIN","WWW.VIRTU.COM","JULY 2017","ACTIVE","JULY 2017","VIRTU FINANCIAL IRELAND LIMITED SYSTEMATIC OTC PLATFORM."
"UNITED KINGDOM","GB","CCML","CCML","O","CONTINENTAL CAPITAL MARKETS LIMITED - OTF","CONTICAP OTF","LONDON","WWW.CONTICAP.COM","JULY 2017","ACTIVE","JULY 2017","ORGANISED TRADING FACILITY."
"TAIWAN","TW","CFTW","CFTW","O","CROSSFINDER TAIWAN","","TAIWAN","WWW.CREDIT-SUISSE.COM/SITES/AES/EN/ASIA.HTML","JULY 2017","ACTIVE","JULY 2017","EQUITIES ALTERNATIVE LIQUIDITY POOL TAIWAN."
"GERMANY","DE","DAPA","DAPA","O","DEUTSCHE BOERSE AG - APA SERVICE","","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","JUNE 2018","ACTIVE","JULY 2017","APPROVED PUBLICATION ARRANGEMENT."
"SWITZERLAND","CH","VLEX","VLEX","O","VONTOBEL LIQUIDITY EXTENDER","VLEX","ZURICH","WWW.VONTOBEL.COM","JULY 2017","ACTIVE","MARCH 2016","INTERNAL MARKET."
"SINGAPORE","SG","XSBT","XSES","S","SINGAPORE EXCHANGE BOND TRADING PTE. LTD","SGX-BT","SINGAPORE","WWW.SGX.COM","JULY 2017","ACTIVE","JULY 2017","ELECTRONIC TRADING PLATFORM FOR FIXED INCOME SECURITIES."
"UNITED KINGDOM","GB","3579","3579","O","SSY FUTURES LTD -  FREIGHT SCREEN","","LONDON","WWW.SSYONLINE.COM","JULY 2017","ACTIVE","JULY 2017","TRADING SCREEN FOR FORWARD FREIGHT AGREEMENTS (FFA)."
"UNITED KINGDOM","GB","MHIP","MHIP","O","MIZUHO INTERNATIONAL - SYSTEMATIC INTERNALISER","MHI","LONDON","WWW.ONEMIZUHO.EU","JULY 2017","ACTIVE","JULY 2017","ANTICIPATED SYSTEMATIC INTERNALISER FOR BONDS."
"UNITED KINGDOM","GB","WINS","WINS","O","WINTERFLOOD SECURITIES LIMITED - ELECTRONIC PLATFORM","WINS","LONDON","WWW.WINTERFLOOD.COM","JUNE 2017","ACTIVE","OCTOBER 2014","REGISTERED MARKET MAKER – ELECTRONIC PLATFORM"
"UNITED KINGDOM","GB","WINX","WINS","S","WINTERFLOOD SECURITIES LIMITED - MANUAL TRADING","","LONDON","WWW.WINTERFLOOD.COM","JUNE 2017","ACTIVE","JUNE 2017","REGISTERED MARKET MAKER - MANUAL TRADING"
"BELGIUM","BE","ALXB","XBRU","S","EURONEXT GROWTH BRUSSELS","","BRUSSELS","WWW.EURONEXT.COM","JUNE 2017","ACTIVE","AUGUST 2007",""
"BELGIUM","BE","MLXB","XBRU","S","EURONEXT ACCESS BRUSSELS","","BRUSSELS","WWW.EURONEXT.COM","JUNE 2017","ACTIVE","AUGUST 2007",""
"PORTUGAL","PT","ENXL","XLIS","S","EURONEXT ACCESS LISBON","","LISBOA","WWW.EURONEXT.COM","JUNE 2017","ACTIVE","AUGUST 2007",""
"PORTUGAL","PT","ALXL","XLIS","S","EURONEXT GROWTH LISBON","","LISBON","WWW.EURONEXT.COM","JUNE 2017","ACTIVE","MAY 2011",""
"FRANCE","FR","XMLI","XPAR","S","EURONEXT ACCESS PARIS","","PARIS","WWW.EURONEXT.COM","JUNE 2017","ACTIVE","JUNE 2006",""
"FRANCE","FR","ALXP","XPAR","S","EURONEXT GROWTH PARIS","","PARIS","WWW.EURONEXT.COM","JUNE 2017","ACTIVE","AUGUST 2007",""
"UNITED STATES OF AMERICA","US","SGMT","GSCO","S","SIGMA X2","SGMT","NEW YORK","WWW.GOLDMANSACHS.COM","JUNE 2017","ACTIVE","DECEMBER 2016","SIGMA X2 (SGMT) IS THE ATS OF REGISTERED BROKER-DEALER GOLDMAN SACHS & CO (GSCO)."
"SINGAPORE","SG","MASG","MASG","O","MARKETAXESS SINGAPORE PTE LIMITED","","SINGAPORE","WWW.MARKETAXESS.COM","JUNE 2017","ACTIVE","JUNE 2017",""
"UNITED KINGDOM","GB","TCML","TCML","O","TIDE CM","","LONDON","WWW.TIDECM.COM","JUNE 2017","ACTIVE","JUNE 2017",""
"UNITED KINGDOM","GB","FRTE","FRTE","O","FORTE  - OTF","","LONDON","WWW.FORTESECURITIES.COM","DECEMBER 2017","ACTIVE","DECEMBER 2017","ORGANISED TRADING FACILITY."
"UNITED STATES OF AMERICA","US","THEM","THEM","O","THEMIS TRADING LLC","THEM","CHATHAM","WWW.THEMISTRADING.COM","JUNE 2017","ACTIVE","JUNE 2017","BROKER DEALER - US EQUITIES."
"UNITED STATES OF AMERICA","US","LEDG","LEDG","O","LEDGERX","","NEW YORK","WWW.LEDGERX.COM","JUNE 2017","ACTIVE","JUNE 2017","TRADING AND CLEARING PLATFORM FOR DIGITAL CURRENCY DERIVATIVES."
"BELGIUM","BE","MTSD","BEAM","S","MTS DENMARK","","BRUSSELS","WWW.MTSDENMARK.COM","JUNE 2017","ACTIVE","NOVEMBER 2005",""
"BELGIUM","BE","MTSF","BEAM","S","MTS FINLAND","","BRUSSELS","WWW.MTSFINLAND.COM","JUNE 2017","ACTIVE","NOVEMBER 2005",""
"UNITED KINGDOM","GB","MUTI","MUTI","O","MITSUBISHI UFJ TRUST INTERNATIONAL LIMITED","MUTI","LONDON","WWW.TR.MUFG.JP/ENGLISH/OURSERVICES/ADMINISTRATION/MUTI.HTML","JULY 2018","ACTIVE","JUNE 2017",""
"UNITED KINGDOM","GB","NDCM","NDCM","O","ICE ENDEX UK OCM GAS SPOT","ICE ENDEX OCM","LONDON","WWW.THEICE.COM/ENDEX","JUNE 2017","ACTIVE","DECEMBER 2014","ELECTRONIC PLATFORM TO TRADE UK OCM GAS SPOT MARKET."
"THE NETHERLANDS","NL","IMEQ","NDEX","S","ICE MARKETS EQUITY","ICE ENDEX EQUITY","AMSTERDAM","WWW.THEICE.COM/ENDEX","JUNE 2017","ACTIVE","JUNE 2011","ELECTRONIC PLATFORM TO TRADE EQUITY PRODUCTS."
"THE NETHERLANDS","NL","NDXS","NDEX","S","ICE ENDEX EUROPEAN GAS SPOT","ICE ENDEX SPOT","AMSTERDAM","WWW.THEICE.COM/ENDEX","JUNE 2017","ACTIVE","FEBRUARY 2014","ELECTRONIC PLATFORM TO TRADE EUROPEAN GAS SPOT."
"THE NETHERLANDS","NL","NDEX","NDEX","O","ICE ENDEX FUTURES","ICE ENDEX RM","AMSTERDAM","WWW.THEICE.COM/ENDEX","JUNE 2017","ACTIVE","MAY 2007","ELECTRONIC PLATFORM TO TRADE FUTURES."
"UNITED KINGDOM","GB","SPEC","SPEC","O","MAREX SPECTRON INTERNATIONAL LIMITED OTF","MSIL OTF","LONDON","WWW.MAREXSPECTRON.COM","JUNE 2017","ACTIVE","SEPTEMBER 2007","ORGANISED TRADING FACILITY FOR OTC DERIVATIVES."
"ITALY","IT","ETFP","XMIL","S","ELECTRONIC ETF, ETC/ETN AND OPEN-END FUNDS MARKET","ETFPLUS","MILANO","WWW.BORSAITALIANA.IT","JUNE 2017","ACTIVE","SEPTEMBER 2007",""
"UNITED KINGDOM","GB","BART","BCRM","S","CBOE EUROPE - REGULATED MARKET INTEGRATED BOOK","CBOE  REGM LIT","LONDON","WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/","DECEMBER 2017","ACTIVE","JUNE 2016","CBOE EUROPE - REGULATED MARKET SECURITIES MIC CODE FOR INTEGRATED BOOK TRADES"
"UNITED KINGDOM","GB","BARO","BCRM","S","CBOE EUROPE - REGULATED MARKET OFF BOOK","CBOE  REGM OFF BOOK","LONDON","WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/","DECEMBER 2017","ACTIVE","JUNE 2016","CBOE EUROPE - REGULATED MARKET SECURITIES MIC CODE FOR OFF-BOOK TRADES"
"UNITED KINGDOM","GB","BCRM","BCRM","O","CBOE EUROPE REGULATED MARKETS","CBOE  EUROPE","LONDON","WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/","DECEMBER 2017","ACTIVE","MAY 2017","CBOE REGULATED MARKETS."
"UNITED KINGDOM","GB","BARK","BCRM","S","CBOE EUROPE - REGULATED MARKET DARK BOOK","CBOE  REGM DARK","LONDON","WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/","DECEMBER 2017","ACTIVE","JUNE 2016","CBOE EUROPE - REGULATED MARKET SECURITIES MIC CODE FOR DARK ORDER BOOK TRADES"
"BELGIUM","BE","BMTS","BEAM","S","MTS BELGIUM","","BRUSSELS","WWW.MTSBELGIUM.COM","MAY 2017","ACTIVE","NOVEMBER 2005",""
"UNITED STATES OF AMERICA","US","MTUS","MTUS","O","MTS MARKETS INTERNATIONAL INC.","","NEW YORK","WWW.MTSMARKETS.COM","MAY 2017","ACTIVE","AUGUST 2014","MTS MARKETS US"
"UNITED STATES OF AMERICA","US","GOTC","GOTC","O","GLOBAL OTC","","CHICAGO","WWW.GLOBALOTC.COM","MAY 2017","ACTIVE","MAY 2017","ELECTRONIC TRADING PLATFORM FOR OTC EQUITY SECURITIES."
"UNITED KINGDOM","GB","MFXC","MFXC","O","FX CONNECT - MTF","","LONDON","WWW.FXCONNECT.COM","MAY 2017","ACTIVE","MAY 2017",""
"UNITED KINGDOM","GB","MFXR","MFXC","S","FX CONNECT - MTF - RFQ","","LONDON","WWW.FXCONNECT.COM","MAY 2017","ACTIVE","MAY 2017",""
"UNITED KINGDOM","GB","MFXA","MFXC","S","FX CONNECT - MTF - ALLOCATIONS","","LONDON","WWW.FXCONNECT.COM","MAY 2017","ACTIVE","MAY 2017",""
"DENMARK","DK","SNSI","SNSI","O","SPAR NORD BANK - SYSTEMATIC INTERNALISER","","AALBORG","WWW.SPARNORD.DK","MAY 2017","ACTIVE","MAY 2017","SYSTEMATIC INTERNALISER."
"UNITED STATES OF AMERICA","US","VERT","VERT","O","VERTICAL","VERT","NEW YORK","WWW.VERTGRP.COM","MAY 2017","ACTIVE","MAY 2017","MARKET MAKERS OF NASDAQ AND PINK SHEET SECURITIES."
"BULGARIA","BG","IBUL","XBUL","S","BULGARIAN STOCK EXCHANGE - INTERNATIONAL INSTRUMENTS","BSE","SOFIA","WWW.BSE-SOFIA.BG","MAY 2017","ACTIVE","MAY 2017",""
"AUSTRALIA","AU","APXL","APXL","O","SYDNEY STOCK EXCHANGE LIMITED","SSX","SYDNEY","WWW.SSX.SYDNEY","FEBRUARY 2016","ACTIVE","AUGUST 2011","AS A SECURITIES EXCHANGE,SSX PROVIDES ‘LISTING’ FACILITIES TO COMPANIES AND SECURITIES ISSUERS AS WELL AS ‘TRADING’ FACILITIES FOR STOCK BROKERS, TRADERS AND INVESTORS TO BUY AND SELL SHARES/SECURITIES."
"SINGAPORE","SG","CLTD","CLTD","O","CLEARTRADE EXCHANGE","CLTX","SINGAPORE","WWW.CLTX.COM","OCTOBER 2014","ACTIVE","JANUARY 2012","FULLY INTEGRATED FUTURES EXECUTION PLATFORM REGULATED BY THE MONETARY AUTHORITY OF SINGAPORE AS A RMO). IT ALSO  OFFERS AN ELECTRONIC TRADING PLATFORM FOR OTC CLEARED COMMODITY SWAPS WHICH IS FULLY INTEGRATED TO PARTNER CLEARING HOUSES"
"JAPAN","JP","DRCT","DRCT","O","DAIWA DRECT","","TOKYO","WWW.DAIWA.JP","MAY 2016","ACTIVE","APRIL 2013","DAIWA EQUITIES ELECTRONIC CROSSING PLATFORM"
"UNITED STATES OF AMERICA","US","MTXX","MTXX","O","MARKETAXESS CORPORATION","","NEW YORK","WWW.MARKETAXESS.COM","NOVEMBER 2015","ACTIVE","NOVEMBER 2015","ELECTRONIC TRADING PLATFORM"
"UNITED STATES OF AMERICA","US","CAVE","OTCM","S","CAVEAT EMPTOR","","NEW YORK","WWW.OTCMARKETS.COM","AUGUST 2012","ACTIVE","AUGUST 2012","CORPORATE ACTIONS — CAVEAT EMPTOR."
"UNITED STATES OF AMERICA","US","OTCB","OTCM","S","OTCQB MARKETPLACE","","NEW YORK","WWW.OTCMARKETS.COM","MAY 2010","ACTIVE","MAY 2010","OTCQB MARKET TIER HELPS INVESTORS EASILY IDENTIFY COMPANIES THAT ARE REGISTERED AND CURRENT IN THEIR REPORTING OBLIGATIONS WITH THE SEC OR REPORT TO A U.S. BANKING OR INSURANCE REGULATOR."
"UNITED STATES OF AMERICA","US","PINL","OTCM","S","OTC PINK LIMITED","","NEW YORK","WWW.OTCMARKETS.COM","MAY 2012","ACTIVE","MAY 2012",""
"UNITED STATES OF AMERICA","US","PINI","OTCM","S","OTC PINK NO INFORMATION","","NEW YORK","WWW.OTCMARKETS.COM","MAY 2012","ACTIVE","MAY 2012",""
"UNITED STATES OF AMERICA","US","PINX","OTCM","S","OTC PINK MARKETPLACE","","NEW YORK","WWW.OTCMARKETS.COM","MARCH 2012","ACTIVE","MARCH 2012",""
"UNITED STATES OF AMERICA","US","OTCQ","OTCM","S","OTCQX MARKETPLACE","","NEW YORK","WWW.OTCMARKETS.COM","MAY 2016","ACTIVE","AUGUST 2008","ELECTRONIC QUOTATION SYSTEM FOR PREMIUM MARKET TIER (OPERATED BY PINK SHEETS)"
"UNITED STATES OF AMERICA","US","PSGM","OTCM","S","OTC GREY MARKET","","NEW YORK","WWW.OTCMARKETS.COM","MARCH 2012","ACTIVE","MARCH 2012",""
"UNITED STATES OF AMERICA","US","PINC","OTCM","S","OTC PINK CURRENT","","NEW YORK","WWW.OTCMARKETS.COM","MAY 2012","ACTIVE","MAY 2012",""
"GERMANY","DE","XEER","XEEE","S","EUROPEAN ENERGY EXCHANGE - REGULATED MARKET","EEX","LEIPZIG","WWW.EEX.COM","NOVEMBER 2015","ACTIVE","SEPTEMBER 2015","REGULATED MARKET"
"GERMANY","DE","XEEO","XEEE","S","EUROPEAN ENERGY EXCHANGE - NON-MTF MARKET","EEX","LEIPZIG","WWW.EEX.COM","NOVEMBER 2015","ACTIVE","SEPTEMBER 2015","NON-MTF MARKET"
"GERMANY","DE","XEEE","XEEE","O","EUROPEAN ENERGY EXCHANGE","EEX","LEIPZIG","WWW.EEX.COM","SEPTEMBER 2015","ACTIVE","JUNE 2005",""
"ITALY","IT","MTSO","MTSO","O","MTS S.P.A.","","ROMA","WWW.MTSMARKETS.COM","APRIL 2017","ACTIVE","APRIL 2017","LEGAL ENTITY OPERATING ALL RELATED MARKET SEGMENT MICS."
"ITALY","IT","MTSC","MTSO","S","MTS ITALIA","MTS ITALY","ROMA","WWW.MTSMARKETS.COM","APRIL 2017","ACTIVE","NOVEMBER 2005",""
"NORWAY","NO","ELUK","NORX","S","NASDAQ COMMODITIES - GBP POWER/ENERGY","","OSLO","WWW.NASDAQOMX.COM/COMMODITIES/","APRIL 2017","ACTIVE","APRIL 2017",""
"NORWAY","NO","ELNO","NORX","S","NASDAQ OSLO ASA - NORDIC POWER DERIVATIVES AND EUROPEAN UNION ALLOWANCES","","OSLO","WWW.NASDAQ.COM/SOLUTIONS/EUROPEAN-COMMODITIES","MAY 2022","ACTIVE","APRIL 2017",""
"NORWAY","NO","ELSE","NORX","S","NASDAQ OSLO ASA - SWEDISH ELECTRICITY CERTIFICATE","","OSLO","WWW.NASDAQ.COM/SOLUTIONS/EUROPEAN-COMMODITIES","MAY 2022","ACTIVE","APRIL 2017",""
"NORWAY","NO","ELEU","NORX","S","NASDAQ OSLO ASA - EUROPEAN POWER AND GAS DERIVATIVES","","OSLO","WWW.NASDAQ.COM/SOLUTIONS/EUROPEAN-COMMODITIES","MAY 2022","ACTIVE","APRIL 2017",""
"NORWAY","NO","FREI","NORX","S","NASDAQ COMMODITIES - FREIGHT COMMODITY","","OSLO","WWW.NASDAQOMX.COM/COMMODITIES/","APRIL 2017","ACTIVE","APRIL 2017",""
"UNITED KINGDOM","GB","NOSI","NOSI","O","NOMURA - SYSTEMATIC INTERNALISER","","LONDON","WWW.NOMURA.COM","MARCH 2018","ACTIVE","APRIL 2017","SYSTEMATIC INTERNALISER."
"UNITED KINGDOM","GB","CSBX","CSEU","S","CREDIT SUISSE AES EUROPE BENCHMARK CROSS","","LONDON","WWW.CREDIT-SUISSE.COM","APRIL 2017","ACTIVE","APRIL 2017",""
